reporting_organisation,funding_source,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,location_pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,distribution_date,comments,month_of_activity,abbreviation,implementing_partner,activity,source
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Hajeb - Qash Ogli,NA,NA,SY02,SY0203,SY020301,C1402,NA,NA,NA,NA,36.716554,36.839372,Multipurpose - One time,NA,6,NA,30,8,9,7,6,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,900,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Hozan,NA,NA,SY02,SY0203,SY020301,C1417,NA,NA,NA,NA,36.719551,36.847787,Multipurpose - One time,NA,3,NA,15,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,450,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Khader,NA,NA,SY02,SY0203,SY020301,C1394,NA,NA,NA,NA,36.746339999999996,36.794874,Multipurpose - One time,NA,7,NA,35,9,11,8,7,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1050,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Marwiyeh (Bulbul),NA,NA,SY02,SY0203,SY020301,C1414,NA,NA,NA,NA,36.754304,36.740273,Multipurpose - One time,NA,5,NA,25,7,8,6,4,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,750,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Mudallala Afrin - Eastern Kotanly,NA,NA,SY02,SY0203,SY020301,C1413,NA,NA,NA,NA,36.694992,36.856109,Multipurpose - One time,NA,21,NA,105,28,33,24,20,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,3150,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Obudan,NA,NA,SY02,SY0203,SY020301,C1395,NA,NA,NA,NA,36.755138,36.912421,Multipurpose - One time,NA,6,NA,30,8,9,7,6,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,900,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Yabseh (Bulbul),NA,NA,SY02,SY0203,SY020301,C1401,NA,NA,NA,NA,36.686656,36.834377,Multipurpose - One time,NA,2,NA,10,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,300,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Zfnek,NA,NA,SY02,SY0203,SY020301,C6396,NA,NA,NA,NA,36.686444,36.789733,Multipurpose - One time,NA,8,NA,40,11,12,9,8,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1200,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Dik,NA,NA,SY02,SY0203,SY020301,C1398,NA,NA,NA,NA,36.68495,36.771902,Multipurpose - One time,NA,9,NA,45,12,14,10,9,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1350,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Ali Elatrash - Olikar,NA,NA,SY02,SY0203,SY020301,C1408,NA,NA,NA,NA,36.790231,36.783877,Multipurpose - One time,NA,3,NA,15,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,450,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Sara,NA,NA,SY02,SY0203,SY020301,C1400,NA,NA,NA,NA,36.773024,36.782773,Multipurpose - One time,NA,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,14,NA,70,19,22,16,13,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2100,Blanket,2023-03-19,2023-03-19,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,NA,36.139048,36.453694,Multipurpose - One time,NA,140,NA,700,187,217,159,137,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,21000,Blanket,2023-03-19,2023-03-19,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,NA,36.139048,36.453694,Multipurpose - One time,NA,345,NA,1725,461,535,392,337,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,51750,Blanket,2023-03-19,2023-03-19,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,NA,36.139048,36.453694,Multipurpose - One time,NA,423,NA,2115,565,656,480,414,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,63450,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Kafr Takharim,Kafr Takharim,NA,NA,SY07,SY0703,SY070303,C4157,NA,NA,NA,NA,36.116497,36.51543,Multipurpose - One time,NA,246,NA,1230,329,381,279,241,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,36900,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Muzun / مزن,SY07,SY0700,SY070005,C3949,NA,CP000591,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,6,NA,30,8,9,7,6,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,900,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,kfrewyd Al_mahaba/ كفر عويد المحبة,SY07,SY0700,SY070005,C3949,NA,CP000977,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,10,NA,50,13,15,11,11,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1500,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Atta alkhair  / عطاء الخير,SY07,SY0700,SY070005,C3949,NA,CP000577,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,18,NA,90,24,28,20,18,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2700,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Bashir/ البشير,SY07,SY0700,SY070005,C3949,NA,CP001517,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,13,NA,65,17,20,15,13,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1950,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Ebin Othman/ ابن عثمان,NA,36.108118,36.69463,Multipurpose - One time,NA,20,NA,100,27,31,23,19,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,3000,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Taawun(Kelly) / التعاون(كللي),SY07,SY0700,SY070005,C3949,NA,CP001964,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,42,NA,210,56,65,48,41,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,6300,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Noor  / نور,SY07,SY0700,SY070005,C3949,NA,CP000592,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,12,NA,60,16,19,14,11,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1800,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,الصداقة(كللي)/ Al Sadaka(Kelly),SY07,SY0700,SY070005,C3949,NA,CP001164,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,6,NA,30,8,9,7,6,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,900,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Sultan(Kelly)  /السلطان(كللي),SY07,SY0700,SY070005,C3949,NA,CP000859,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,21,NA,105,28,33,24,20,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,3150,Blanket,2023-03-20,2023-03-20,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,NA,36.139048,36.453694,Multipurpose - One time,NA,454,NA,2270,606,704,516,444,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,68100,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Kafr Takharim,Kafr Takharim,NA,NA,SY07,SY0703,SY070303,C4157,NA,NA,NA,NA,36.116497,36.51543,Multipurpose - One time,NA,301,NA,1505,402,466,342,295,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,45150,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,17,NA,85,23,26,19,17,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2550,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Kafr Sejna(Kelly)/كفر سجنة(كللي),SY07,SY0700,SY070005,C3949,NA,CP001970,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,16,NA,80,21,25,18,16,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2400,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Muzun / مزن,SY07,SY0700,SY070005,C3949,NA,CP000591,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Ataa Alrahman/ عطاء الرحمن,NA,36.108118,36.69463,Multipurpose - One time,NA,13,NA,65,17,20,15,13,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1950,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Aladala Wa Altanmia/ العدالة والتنمية,NA,36.108118,36.69463,Multipurpose - One time,NA,11,NA,55,15,17,12,11,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1650,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Audi1/ العودة1,SY07,SY0700,SY070005,C3949,NA,CP000981,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,7,NA,35,9,11,8,7,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1050,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Omareen/ العمرين,SY07,SY0700,SY070005,C3949,NA,CP000982,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,12,NA,60,16,19,14,11,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1800,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al-Rahma 1  / الرحمة 1,SY07,SY0700,SY070005,C3949,NA,CP000570,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,2,NA,10,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,300,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al-Rahma 3  / الرحمة 3,SY07,SY0700,SY070005,C3949,NA,CP000572,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,7,NA,35,9,11,8,7,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1050,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al-Rahma 2  / الرحمة 2,SY07,SY0700,SY070005,C3949,NA,CP000571,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,3,NA,15,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,450,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Al Diaa 3(Kafruma) Camp,NA,36.108118,36.69463,Multipurpose - One time,NA,4,NA,20,5,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,600,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Wifak / الوفاق,SY07,SY0700,SY070005,C3949,NA,CP001165,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,5,NA,25,7,8,6,4,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,750,Blanket,2023-03-21,2023-03-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,NA,NA,SY07,SY0700,SY070005,C3947,NA,NA,NA,NA,36.013896,36.672724,Multipurpose - One time,NA,59,NA,295,79,91,67,58,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,8850,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kafr Jales,NA,NA,SY07,SY0700,SY070005,C3945,NA,NA,NA,NA,35.975873,36.614218,Multipurpose - One time,NA,8,NA,40,11,12,9,8,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1200,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Bhora,NA,NA,SY07,SY0700,SY070005,C3937,NA,NA,NA,NA,35.996993,36.603157,Multipurpose - One time,NA,9,NA,45,12,14,10,9,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1350,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,NA,NA,SY07,SY0700,SY070005,C3947,NA,NA,Bir Al Tayeb,NA,36.013896,36.672724,Multipurpose - One time,NA,9,NA,45,12,14,10,9,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1350,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,34,NA,170,45,53,39,33,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,5100,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Kafr Takharim,Kafr Takharim,NA,NA,SY07,SY0703,SY070303,C4157,NA,NA,NA,NA,36.116497,36.51543,Multipurpose - One time,NA,217,NA,1085,290,336,246,213,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,32550,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Al Diaa 3(Kafruma) Camp,NA,36.108118,36.69463,Multipurpose - One time,NA,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Tajmae 'Ahl mork / تجمع أهل مورك,SY07,SY0700,SY070005,C3949,NA,CP000975,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,6,NA,30,8,9,7,6,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,900,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Shqaiq Alnuman/ شقائق النعمان,SY07,SY0700,SY070005,C3949,NA,CP001513,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,5,NA,25,7,8,6,4,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,750,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Noor  / نور,SY07,SY0700,SY070005,C3949,NA,CP000592,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,3,NA,15,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,450,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Aladala Wa Altanmia/ العدالة والتنمية,NA,36.108118,36.69463,Multipurpose - One time,NA,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Marbelet/ معربليت,SY07,SY0700,SY070005,C3949,NA,CP000983,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,5,NA,25,7,8,6,4,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,750,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Kawkab  / كوكب,SY07,SY0700,SY070005,C3949,NA,CP000587,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,3,NA,15,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,450,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al-Karkat  / الكركات,SY07,SY0700,SY070005,C3949,NA,CP000573,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,3,NA,15,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,450,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Atta alkhair2  / عطاء الخير 2,SY07,SY0700,SY070005,C3949,NA,CP000727,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,2,NA,10,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,300,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Atta alkhair  / عطاء الخير,SY07,SY0700,SY070005,C3949,NA,CP000577,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Jabal Kelly / جبل كللي,SY07,SY0700,SY070005,C3949,NA,CP001163,NA,NA,36.108118,36.69463,Multipurpose - One time,NA,4,NA,20,5,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,600,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
